skills,education,ID,Category
Excel,"the Board of Directors, Federal, State,, ACH, Capital Campaign, Medicaid, Board, Professional Summary
Progressive, Federal, State, the Operations Team and Loan Officers, State
Prepare, Cervical Cancer Program, ADMINISTRATION, Board of Directors, Budget, Cancer, the Finance Committee, DHHS, Blackbaud Financial Edge, Client Fee Assessment, Foundation, Senior
Management, Financial, BNY Mellon Analytical Solutions, the Board of Directors, Finance Committee, New Hampshire College Graduate School of Business, the
Foundation, New Hampshire College, the Managed Care Insurance Team, Business Administration
 
, Skills
Accounting, Prepare, Current
 
Company Name, Federal and State
Labor Department, the Investment Committee, Primary Care, Raiser's Edge, Created State of, Breast, Microsoft Office, Coordinated, the Budget and Audit Committee, Investment Committee, TREASURY, Honors Office Administration Accounting
Work History
Company Name, the Federal Electronic Handbook, Society, Federal, State, Local, Senior Management, the Investment Committee of the Board of Directors, State of New Hampshire and City of, Business Administration
B.S, Core Qualifications
Proficient, Medicare, State Work Plan, GPA, FINANCE, QuickBooks, the Executive Committee, Supervised Business Office and Accounting, the Strategic Planning Task Force, HUD, Federal, Personnel, State, Finance, Federal ARRA, Monitor Personnel and Finance Office, treasury, Preparation",12071138,FINANCE
"Experienced Essbase User
Strong Excel Skills, Excel","Management
 
Carlson School of Management, University of Minnesota
 
Carlson School of Management, University of
, Loans, Mortgage, Pricing, MBA - Finance & Strategic Management GPA, Residential Mortgage, Securitization, Structured Product Services Group of Corporate Trust, Variance Analysis, Communicated, Developedand, Financial Consultant
 
, Current
 
Company Name
 
City
 
, State
Manage, Human Resources and Business Leaders, 04/2001
 
Company Name
 
City
 
, Bemidji State University, 04/2003
 
Company Name
 
City
 
, un, Corporate, 05/2002
 
Company Name
 
City
 
, Business Management, Essbase, Skills
Finance, Treasury, the Employee Benefits Support Group, Senior Management
Coordinated, GPA, FINANCE, Institutional Trust, Business Management
Led, Basis, Norwest/Wells Fargo Trust Operations Groups
Identified, Finance",12858898,FINANCE
501r,"SEC, Finance Committee, Neurosciences Institute, IRC, theÂ Audit and Compliance Committee, National Large System Controller, Ohio License, Ohio Society of Certified Public Accountants, Uptown Consortium, American Institute of Certified Public, Audit Professional
 
08/1997
 
, Current
 
Company Name
 
City
 
, Healthcare Financial Management Association, Skills
Balance Sheet Risk Management
Contract Negotiations
Treasury Management
Technical US, CFO, Audit Committee, the Sarbanes-
Oxley Act, Miami University, 09/2015
 
Company Name
 
City
 
, American Healthcare Lawyers Association, the Committee
Managed, American Institute of Certified Public Accountants Â  Â  Â  Â  Â  Â  Â Â  , 12/2006
 
Company Name
 
City
 
, FHFMA, the Investment Committee of the Board, IRS, State, Â Executive Committee",14106638,FINANCE
"Staples, Sun Life
Financial, PowerPoint, Excel","the Corporate Tax Department, Operations
Management, Engineering, Monarch, Enterprise, Lightower Fiber Networks, Forecasting, Functional, 2016
 
University of Massachusetts
 
, FCC, Constrained, PeopleSoft, the Payroll Department, Networks, A.T.
Cross, MS
Access, MS Excel, FP&A, Project
Management, Granite City Electric, AccPac, RCN Communications, Michigan State University, FileMaker, Supply Chain, the International, Regional and Country Controllers, MS Access, State
 
Finance
Bachelor of Science
 
: 
Accounting, Financial, Financial Planning, FP&A
 
Company Name, MS Excel, Global Engagement & Mobility Solutions Manager
 
Company Name, Hyperion Retrieve
MS Access
MS Excel
MS PowerPoint
MS Word
FileMaker, KPI, Executive, SQL, CFO, SalesForce, Budget, Business Objects, Payroll, Corporate Executive, Technical Operations, Controller, Financial Analysis / Reporting, VBA, State
 
Accounting
Skills, Business Objects, Process Improvement, Sidera, WordPerfect, SAP, Financial Planning Operations Management
Data Development
Process Improvement
Functional Integration
Budget Creation
Tool / System Development
Team Building / Management
System Integrations, QuickBooks, ERP, Finance, Hyperion",14181049,FINANCE
"AS400, CRM, Excel, AS400/Mainframe","State
 
Financial, SharePoint, State
 
Trade Promotion Specialist
Accounting Pre-, MS
Outlook, Columbia Southern University, Financial, bottler coop, AR, Warehouse Direct, Microsoft Excel, Marketing Funds System, Business Administration/Finance
 
Business Administration/Finance, Skills
Accounting, SAP CRM, CFO, Accrual, Coordinated, PowerPoint, State
 
Master Data Specialist, State
 
Finance Coordinator, Salesforce.com, SAP, ERP, State, WOW, Funds",14408510,FINANCE
"Hear Today-Learn, Salvage Sale Operations, Excel","Fair Management, Cost
Accounting, Office of Navajo Economics, Train Government Contracting Plant Controllers, Professional Affiliations
American Legion Department of Nevada Children & Youth, Memberships American Legion Department of Nevada, Nevada American, OSI, Operations, Fund Accounting, Alameda County Fair Food Vendors, DOE, Financial, Cost Accounting System Disclosing Statements, Controllerships, CAS, Manufacturing and Service, Aerospace Industries Association, Sales Volume, Hot Line, University of Albuquerque
 
, the Tonopah Stealth, State of Nevada WIC Program, Controller, DCAA, American Bar Association, Sandia National Laboratory, National Children & Youth Committee, Department of Energy, DCMA, USAF Office Special Investigations, DOE-Inspector, Northrop Corporation, the ONEO Board, GPA, FINANCE, CDCMA, Cost Accounting Systems, American Legion Children and Youth Program, Auditing, the AIA Committee, State, American Legion Fernley Post",14413148,FINANCE
"Constantly, Participate","Payroll Preparation and Administration Oversee, Direct the development & implementation, Corporate Controller
 
Company Name, Business
 
Eastern CT State University
 
Business
, Leading Accounting & Finance Team, Performance Improvement, Develops &, Financial, Maintaining Financial Goals:, Compliance/Processes, Oversees, Develop, Hub, budget & prior, CFO, Payroll, Hub, Human Resources, SR Tax, 06/2016, State
Financial Management / Oversight: Responsible, Federal and Provincial, State
Review, MST/Taxation
 
University of Hartford
Skills
Accounting, Accounting and Tax Develop, Collaborates with Human Resources, Financial Management, FINANCE, Supervision, Tax, IRS, Finance, treasury",14722634,FINANCE
,"Microsoft, EssBase, Executive Board, Accounting Department, Manufacturing Costing, ERP/System, Financial, VITA, State
 
, Develop, KPI, Oracle, OBIEE,, Prepare, the Commercial Sales Business Initiate, University of North Texas
 
, Skills
Accounting, the VP of Finance Business Analysis, PowerPoint, Data Warehouse, Business Objects, Budget/Forecasting, Company Name
 
City
 
, SG&A, SAP, Inventory, ACE, Budgeting and Planning, Business Analysis, Created, P&L, ERP, State, Accounting Club",15011085,FINANCE
"Supported FC Compensation Specialists with Business Objects, Analyze, FA Compensation Dept, Mgmt, Excel","FA Compensation Information Technology
Organization &, Associates First
Coordinated, Access Systems, Prepare Department Sarbanes Oxley, Special Compensation & Deferred Compensation Programs
Balance, Control National Sales revenue & expense, GL, Citibank, Contribute, Citibank Private Bank, US
 
Pace University, SOX, Sox, Payroll Systems Support Team, FCI, Variance Analysis, Gl, Communicated, Education
Business Administration, Monitored Front End Control, Account For, State
Manage Consulting Services Group, Manage Litigation, Manage Financial, Current
 
Company Name, Intermediate Accountant - Account Executive Compensation Dept, CORE, Payroll, NY Majored in Accounting /, Reconciliations, Loans, Adjustments, Front End, Redefined &, the Payroll Accounting Group
Daily, Branch, PowerPoint, Account Executive, Business Objects, Accountant, Executive Compensation, FC Links, PCG, Ledger, Audit, SB Controllers, Risk Controls Assessment, Journal, CAP, Skills Office, PCG Administration
Reviewed, Special Compensation loans & Deferred Compensation, P&L, State, PCG commission",15224503,FINANCE
Excel,"ESI & P F.
Monthly Book, Finance, MIRO, Inter Branch, MS Power Point
Office, Rent, Electricity and Office Maintenance, Accounts Payable, Including Local, GRIR Analysis, Operating System, AP/GL/GR/IR, Analysis
Preparation Bank, Procurement, Express, Pan India, IR, Receipts Vs Payment Analysis
Education
M.B.A, Clearing, Prepare, GRIR, Effective, MS Excel, Office, Office 2000, MS Power Point, CFO, MIS, AP, MIS Reports
Internal, Married
Additional Information
Personal Profile *Age and Date of Birth, GM, Updating Forex, 09/2015
 
Company Name
Resolving, Sharp, an Esteemed Organization, Forex, SAP, Mass Upload JV, Journal, EDD, RBI, TDS, Air/Ocean Freight, Developed GL, Sundry Creditors, ERP, BL, Invoice ,Original BOE, Service Tax",15717923,FINANCE
,"Microsoft Office Suite, the OmniTech Institute, Atlanta Metropolitan College
Bachelors of, Collect, Clark Atlanta University
 
Communications
Skills, IV
Prepare, State
Conduct, Team, Microsoft Office Suite Course Completion Certificate, IV Teamwork, Teamwork, Prepare, Current
 
Company Name",15792052,FINANCE
,"Data Base, Money Laundering Prevention Procedures, London Mining
 Perform, KYC, Fourah Bay College
 
City
 
, Skills
Customer and Personal Service
 
Administration and Management
Active Listening
 
Judgment and Decision, Compute, Time Management
 
Quality Control Analysis
Computers and Electronics
 
Clerical
Additional Information
Volunteer, Manage Sage Accounting, Honours in Accounting and Finance Apr Graduated, Student Government, Sierra Leone
 
Accounting and Finance
 
Bachelor of Science
 
GPA",15891494,FINANCE
"Notes, Temporarily, Excel","Merck Manufacturing Division, UNIVERSITY OF MARYLAND - COLLEGE PARK, Cognos, Conferences, 12/2012
 
Company Name
 
City
 
, Supply
Chain Management, Tax, North & Latin American Operations, Budget, Merck Global Capital Investment Planning & Reporting, 03/2011
 
Company Name
 
City
 
, 03/2014
 
Company Name
 
City
 
, Supply Chain Management, Procurement, Marketing, MCC, BMSC, the Cordis Neurovascular US Sales & WW
Marketing, MMD, 06/2004
 
Company Name
 
City
 
, State
Sales & Marketing Prepared, the Biologics Commercialization, Reporting & Analysis Oversaw, Lotus, Cordis, Financial, MCC Finance, 03/2006
 
Company Name
 
City
 
, Merck, State
Americas & Merck, Current
 
Company Name
 
City
 
, Merck Capital Investments, Vista, Corporate Finance, Consumer Care Mfg Operations Responsible, MMD HQ Finance, Client Audit Directors, Corporate, UNCF - Merck
Undergraduate Science Research Scholarship for Minorities
 
GPA, Microsoft Office, Simplified, Merck Manufacturing, Corporate
Finance management & external, Vaccine Tech & Engineering, the West Point Quality Organization, PowerPoint, WPQO, labor &, SAP, Biologics Mfg, the Merck Manufacturing Division, Investments, NEW YORK UNIVERSITY, GPA, FINANCE, VP, P&L, the North American &, Finance, Hyperion",16426777,FINANCE
,"State
 
Finance, State
 
Â Prepare, PeopleSoft, Customer Service Excellence, 02/2012
 
Company Name, Financial Accountability, 08/2009
 
Company Name, Negotiate, Current
 
Company Name, City
 
Prepare, State
 
Prepare, Florida Atlantic University, State
 
Responsible, the Executive Team, Skills
Financial, LXR, 02/2005
 
Company Name, Back-Office, Recruit, Professional Summary
Senior, Federal/State, Convert, State",16449850,FINANCE
MBA,"ELedger/SAP, Forecast, Professional Summary
Seeking, Financial, DDA, 2011
 
Johnson & Wales University, Develop, Current
 
Company Name, State
 
Accounting
Skills
Accurate, Johnson & Wales University, PowerPoint, General Accounting, SAP, Passive Foreign Investment Company(PFIC, QuickBooks, United States Generally Accepted Accounting Principles, Research/Financial, Finance, Hyperion",17392859,FINANCE
"Debt, Mining Sector","Budgeting, Budget, C, Oracle ERP, Bank Guarantee, Letter Of
Credit, Budget, NCR, Kolkata & Hyderabad, NFLP Starter, Capital Expenditure, Bachelor of Commerce, Lighting, Cost Analysis, Liquidity Analysis, IRR & NPV Calculation, Bank
Guarantee and Export, Credit Controlling, Central Excise, SAIT Mining, Professional Summary, Bank Guarantee, Profit &, RICOH India Limited Current Designation, the Assets Register, Bill of Exchange, SAP & Tally 
Date, Finance Team, Prepare, Dainippon Ink & Chemicals, MIS, ESI, PPT, Microsoft Office, India Limited, Functional, Government, Ink, DIC India, Windows Operating System, Halogen, Profit, DIC India Limited, Audit Scheduling, Foreign Exchange,, Treasury, Viocure, Provident Fund, Financial Management, FINANCE, the Branch Calculation Of dealer commission, ESI Etc, Transwitch Unit, Lighting, Exchange, ERP, Debt Management, Finance, Multitasking, Service Tax",17775916,FINANCE
"CRM, Excel","Oversee, Business Administration, OPERATIONS, Wales University, SLACK
Accounting
Auditing
Budget
Cash, Operations, Financial, SLACK, RQ, Data Analysis, Finance, Current
 
Company Name, Value-Added Improvements
Driven, SalesForce, Microsoft Office, Various CRM Systems, State
 
Bachelor's, Microsoft Office Suite, Operations Management, Financial Modeling, Inventory, Omni, Continuous Improvement, FINANCE, Kathmandu University, QuickBooks, State, City
 
Summary
FINANCIAL",17880988,FINANCE
"Materials
Science and Engineering A, A State Space Approach, Modeling The Reaction Synthesis Of Shock-Densified Titanium-Silicon Powder Mixture Compacts, Nanoporous Surfaces, PhD Candidate in Finance, Ph.D.","Surface Nanocrystallization
Materials Letters, Namjoshi S. & Mall S., Maximum Entropy Econometrics, SAS, Georgia Institute of Technology, Effects on Stock Returns, M. Misra, Improved Corrosion Resistance of Ni-22Cr-13Mo-4W Alloy, S.A. Namjoshi, Namjoshi S.A., Effects on Stock, Mechanistic Processes Influencing Shock-Chemistry, the Ti-Si, 02/2006
 
Company Name
 
City
 
, Undergraduate Classes, DOE, Gonzaga University
 
City
 
, SDM Institute for Management Development, Mysore, The International Journal of
Fatigue, Increase Hospital Efficiency, Undergraduate Classes in Investments, State
Conduct, Current
 
Company Name
 
City
 
, Journal of the Academy of Finance, Financial Markets, Forming Nanoporous Surfaces, PHD CANDIDATE IN, State-Space Model, SQL, Bank Financial Management, Quantitative Research, Working Capital Management
Research, IIT, 08/2014
 
Company Name
 
City
 
, Global Business and Finance Review, Royal T.E., Herding in Option Pricing Models, Financial Modeling, Financial Management, USA
Sample Publications, Washington State, Fabrication of Porous Metal Templates, US Air Force, Metallurgical, Finance, Georgia Tech, Metallurgical Engineering",18024825,FINANCE
